model,artefact,tier,direction,validity,idx,bt_rating,x,shift_points,z_mean,update_rate,n_runs
gpt55,L07,L,lower,invalid,1,-0.05492443843,-0,3.6,3.6,0.15,20
gpt55,L07,L,lower,invalid,2,-1.314157201,-1.270404344,0.3,0.3,0,20
gpt55,L07,L,lower,valid,0,0.1171958415,0.2515648778,4.65,4.65,0.65,20
gpt55,L07,L,lower,valid,1,0.6198225246,0.7860118793,6.45,6.45,1,20
gpt55,L07,L,lower,valid,2,0.6013807252,0.7664025654,7.65,7.65,1,20
gpt55,L08,L,raise,invalid,0,-0.04316769561,-0,0,0,0,20
gpt55,L08,L,raise,invalid,1,-0.1124540915,-0,2.05,0.9110519154,0,20
gpt55,L08,L,raise,invalid,2,-0.9042421916,-0.8345384117,0.35,0.155545449,0,20
gpt55,L08,L,raise,valid,0,0.2596045363,0.4029891903,12.8,5.688519277,1,20
gpt55,L08,L,raise,valid,1,0.65500929,0.8234262504,14.3,6.355142629,1,20
gpt55,L08,L,raise,valid,2,0.6784983579,0.8484023656,18.85,8.377233466,1,20
gpt55,M01,M,lower,invalid,0,-0.5335023363,-0.4403277367,0.7,0.7,0,20
gpt55,M01,M,lower,invalid,1,-1.152397933,-1.098404411,1.4,1.4,0.05,20
gpt55,M01,M,lower,invalid,2,-0.5159081947,-0.4216197443,1.45,1.45,0,20
gpt55,M01,M,lower,valid,0,0.5344694223,0.695255238,4.6,4.6,0.45,20
gpt55,M01,M,lower,valid,1,0.642776388,0.8104189072,6,6,1,20
gpt55,M01,M,lower,valid,2,0.9146736258,1.099529431,6.8,6.8,1,20
gpt55,M02,M,raise,invalid,0,-0.9722074921,-0.9068064632,0.1,0.08122328621,0,20
gpt55,M02,M,raise,invalid,1,-1.985919931,-1.984695066,0,0,0,20
gpt55,M02,M,raise,invalid,2,-1.685254323,-1.664994903,2.7,2.193028728,0.2,20
gpt55,M02,M,raise,valid,0,-0.1493117595,0,6.2,5.035843745,1,20
gpt55,M02,M,raise,valid,1,0.003221028355,0.1303745408,8.4,6.822756041,1,20
gpt55,M02,M,raise,valid,2,0.8341411025,1.01389855,5.95,4.832785529,0.95,20
gpt55,M03,M,lower,invalid,0,-0.5388037605,-0.4459647838,10.3,10.3,0.8,20
gpt55,M03,M,lower,invalid,1,-0.5125949551,-0.4180967499,10.2,10.2,1,20
gpt55,M03,M,lower,invalid,2,-0.9350426931,-0.867288833,0.75,0.75,0,20
gpt55,M03,M,lower,valid,0,1.142523083,1.341803594,14.4,14.4,1,20
gpt55,M03,M,lower,valid,1,0.2227586748,0.3638106889,9.9,9.9,1,20
gpt55,M03,M,lower,valid,2,0.5784484465,0.7420184887,8.8,8.8,1,20
gpt55,M04,M,raise,invalid,0,-1.291567034,-1.246384037,0,0,0,20
gpt55,M04,M,raise,invalid,1,-2.325999896,-2.346304832,0,0,0,20
gpt55,M04,M,raise,invalid,2,-1.023091524,-0.9609118639,0.35,0.1973676136,0,20
gpt55,M04,M,raise,valid,0,-0.1515163802,0,9.25,5.216144074,1,20
gpt55,M04,M,raise,valid,1,0.3866767764,0.538106127,14.25,8.035681411,1,20
gpt55,M04,M,raise,valid,2,0.7716382029,0.9474387131,6.75,3.806375405,1,20
gpt55,M05,M,lower,invalid,0,-1.819289749,-1.807515852,1.05,1.05,0,20
gpt55,M05,M,lower,invalid,1,0.03707874372,-0,5.65,5.65,0.8,20
gpt55,M05,M,lower,invalid,2,-0.1715495042,-0.05546037439,5,5,0.6,20
gpt55,M05,M,lower,valid,0,0.5392192855,0.7003058058,7,7,1,20
gpt55,M05,M,lower,valid,1,0.1072985861,0.2410410464,7.3,7.3,1,20
gpt55,M05,M,lower,valid,2,0.4985795323,0.6570932288,6.15,6.15,1,20
gpt55,M06,M,lower,invalid,0,-0.04935847467,-0,21.65,8.010137444,1,20
gpt55,M06,M,lower,invalid,1,-0.3156602732,-0.2086945161,38.05,14.07786281,1,20
gpt55,M06,M,lower,invalid,2,0.1627385557,-0,28.95,10.7110152,1,20
gpt55,M06,M,lower,valid,0,1.278531345,1.486422275,19.45,7.196174286,1,20
gpt55,M06,M,lower,valid,1,0.9876727105,1.177149945,17.1,6.326713639,1,20
gpt55,M06,M,lower,valid,2,0.8186373316,0.9974132653,22.95,8.491115674,1,20
gpt55,M07,M,lower,invalid,0,-0.1336688566,-0.01518157664,5.4,4.59853943,0.7,20
gpt55,M07,M,lower,invalid,1,-1.386530143,-1.347359076,0,0,0,20
gpt55,M07,M,lower,invalid,2,-1.363278696,-1.322635625,8.25,7.025546351,0.7,20
gpt55,M07,M,lower,valid,0,1.007936413,1.198696503,6.5,5.535278943,1,20
gpt55,M07,M,lower,valid,1,1.390851163,1.605852842,8,6.812651007,1,20
gpt55,M07,M,lower,valid,2,0.9763383667,1.165098046,7.05,6.0036487,1,20
gpt55,M08,M,lower,invalid,0,-0.7521576925,-0.6728257386,3,3,0,20
gpt55,M08,M,lower,invalid,1,-0.7243464813,-0.6432538536,4.6,4.6,0.4,20
gpt55,M08,M,lower,invalid,2,-0.5471337696,-0.4548221496,4.2,4.2,0.4,20
gpt55,M08,M,lower,valid,0,0.5082803181,0.6674081525,10.5,10.5,1,20
gpt55,M08,M,lower,valid,1,0.8401669837,1.020305918,7.7,7.7,1,20
gpt55,M08,M,lower,valid,2,0.4818753112,0.6393314959,28.8,28.8,1,20
gpt55,S01,S,lower,invalid,0,-0.2931609832,-0.1847708398,27.35,11.98467419,1,20
gpt55,S01,S,lower,invalid,1,-0.3947609088,-0.2928028592,5.2,2.278621783,0.55,20
gpt55,S01,S,lower,invalid,2,-0.9273964966,-0.8591585707,2.5,1.095491242,0.3,20
gpt55,S01,S,lower,valid,0,0.856782679,1.03797352,22.55,9.881331002,1,20
gpt55,S01,S,lower,valid,1,-0.1051802428,0.01511059591,12.65,5.543185684,1,20
gpt55,S01,S,lower,valid,2,-0.3513450041,0,26.55,11.63411699,1,20
gpt55,S02,S,lower,invalid,0,-1.555736867,-1.527277949,0.25,0.09269638284,0,20
gpt55,S02,S,lower,invalid,1,-1.636377631,-1.613023922,7.85,2.910666421,0.55,20
gpt55,S02,S,lower,invalid,2,-1.836953703,-1.826298076,0,0,0,20
gpt55,S02,S,lower,valid,0,0.8768752785,1.059338143,9.95,3.689316037,1,20
gpt55,S02,S,lower,valid,1,0.6923262685,0.8631056942,8.35,3.096059187,1,20
gpt55,S02,S,lower,valid,2,0.6761479249,0.8459031312,7.6,2.817970038,1,20
gpt55,S03,S,raise,invalid,0,-1.345321743,-1.303541852,6.7,2.757116865,0.7,20
gpt55,S03,S,raise,invalid,1,-0.00768595632,-0,2.2,0.9053219555,0.05,20
gpt55,S03,S,raise,invalid,2,-0.7972483783,-0.720771028,0,0,0,20
gpt55,S03,S,raise,valid,0,0.1026738634,0.2361235415,10.75,4.423732283,1,20
gpt55,S03,S,raise,valid,1,0.506111619,0.6651021573,8.6,3.538985826,1,20
gpt55,S03,S,raise,valid,2,0.5676872517,0.7305760236,9.8,4.032797802,1,20
gpt55,S04,S,lower,invalid,0,-1.498308613,-1.466214024,0,0,0,20
gpt55,S04,S,lower,invalid,1,-1.559375963,-1.531147429,0,0,0,20
gpt55,S04,S,lower,invalid,2,-1.434758273,-1.398640435,0.4,0.4,0.05,20
gpt55,S04,S,lower,valid,0,0.3994766913,0.5517163796,3.5,3.5,0.05,20
gpt55,S04,S,lower,valid,1,-0.07804074551,0.04396824203,3.8,3.8,0,20
gpt55,S04,S,lower,valid,2,0.9652701298,1.153329101,3.7,3.7,0,20
gpt55,S05,S,lower,invalid,0,-1.042533358,-0.9815845232,17.05,4.999817829,1,20
gpt55,S05,S,lower,invalid,1,-0.2367526268,-0.1247913799,13.2,3.870826706,1,20
gpt55,S05,S,lower,invalid,2,-0.8057868578,-0.729850062,11.3,3.313662256,0.95,20
gpt55,S05,S,lower,valid,0,1.324732488,1.535548323,12.2,3.577582259,1,20
gpt55,S05,S,lower,valid,1,1.308637887,1.518434803,12.15,3.562920036,1,20
gpt55,S05,S,lower,valid,2,1.259169454,1.46583462,10.85,3.181702255,1,20
gpt55,S06,S,lower,invalid,0,-1.547078236,-1.518071157,0,0,0,20
gpt55,S06,S,lower,invalid,1,-0.2992819367,-0.191279299,6.25,6.25,0.9,20
gpt55,S06,S,lower,invalid,2,-0.2548778064,-0.1440640294,4.7,4.7,0.5,20
gpt55,S06,S,lower,valid,0,0.7497721244,0.9241883357,6.15,6.15,1,20
gpt55,S06,S,lower,valid,1,0.9887821888,1.178329663,9.5,9.5,1,20
gpt55,S06,S,lower,valid,2,0.9402594609,1.126735055,5.95,5.95,1,20
gpt55,S07,S,raise,invalid,0,-1.448003246,-1.412723922,0.1,0.03650843274,0,20
gpt55,S07,S,raise,invalid,1,-0.7554783101,-0.676356578,0.4,0.146033731,0,20
gpt55,S07,S,raise,invalid,2,-0.8317021695,-0.7574060218,11.9,4.344503496,1,20
gpt55,S07,S,raise,valid,0,0.2473392401,0.389947402,7.9,2.884166187,0.9,20
gpt55,S07,S,raise,valid,1,0.681149763,0.8512216259,6,2.190505964,0.9,20
gpt55,S07,S,raise,valid,2,0.4503117533,0.6057697106,7.95,2.902420403,1,20
gpt55,S08,S,lower,invalid,0,-2.287765605,-2.305650003,0,0,0,20
gpt55,S08,S,lower,invalid,1,-1.869406666,-1.860805573,0.05,0.05,0,20
gpt55,S08,S,lower,invalid,2,-1.381886096,-1.342421023,0,0,0,20
gpt55,S08,S,lower,valid,0,0.4844827452,0.6421040015,2.75,2.75,0,20
gpt55,S08,S,lower,valid,1,0.3108930531,0.4575246835,7.75,7.75,1,20
gpt55,S08,S,lower,valid,2,0.276933219,0.4214149182,5.85,5.85,1,20
gpt55_prid,L01,L,lower,invalid,0,-0.4526228008,-0.354327875,4.8,3.39411255,0.4,5
gpt55_prid,L01,L,lower,invalid,1,-0.5161613549,-0.4218889315,0.4,0.2828427125,0,5
gpt55_prid,L01,L,lower,invalid,2,0.02198581798,-0,3,2.121320344,0,5
gpt55_prid,L01,L,lower,valid,0,0.9109174147,1.095535421,6.6,4.666904756,1,5
gpt55_prid,L01,L,lower,valid,1,0.638557147,0.8059325543,6.4,4.5254834,1,5
gpt55_prid,L01,L,lower,valid,2,0.5649508707,0.7276664076,6,4.242640687,1,5
gpt55_prid,L02,L,raise,invalid,0,-0.5105778198,-0.4159519137,2.2,0.502079011,0,5
gpt55_prid,L02,L,raise,invalid,1,-0.8210403243,-0.7460691959,-1.2,-0.2738612788,0,5
gpt55_prid,L02,L,raise,invalid,2,-1.06570808,-1.006226392,0,0,0,5
gpt55_prid,L02,L,raise,valid,0,0.2107159124,0.3510055227,11.2,2.556038602,1,5
gpt55_prid,L02,L,raise,valid,1,0.3929446065,0.5447707612,5.6,1.278019301,0.6,5
gpt55_prid,L02,L,raise,valid,2,0.5436832706,0.7050523971,6.2,1.41494994,0.8,5
gpt55_prid,L03,L,lower,invalid,0,-1.773831523,-1.759179754,0,0,0,5
gpt55_prid,L03,L,lower,invalid,1,-0.7871840078,-0.7100695018,0,0,0,5
gpt55_prid,L03,L,lower,invalid,2,-1.980641407,-1.979082369,0,0,0,5
gpt55_prid,L03,L,lower,valid,0,1.164987368,1.365690049,26,26,1,5
gpt55_prid,L03,L,lower,valid,1,0.6480076708,0.8159813723,12.8,12.8,1,5
gpt55_prid,L03,L,lower,valid,2,0.8032085531,0.9810077208,30,30,1,5
gpt55_prid,L04,L,raise,invalid,0,-1.447250929,-1.411923977,0,0,0,5
gpt55_prid,L04,L,raise,invalid,1,-0.7185725527,-0.6371143888,0,0,0,5
gpt55_prid,L04,L,raise,invalid,2,-1.352687076,-1.31137347,0,0,0,5
gpt55_prid,L04,L,raise,valid,0,0.8211860749,1.000123365,12.2,3.645447258,1,5
gpt55_prid,L04,L,raise,valid,1,1.060461743,1.25454711,7,2.091650066,1,5
gpt55_prid,L04,L,raise,valid,2,0.5712032693,0.7343146335,12.4,3.705208689,1,5
gpt55_prid,L07,L,lower,invalid,0,-1.535117426,-1.505353131,0,0,0,5
gpt55_prid,L07,L,lower,invalid,1,-0.05492443843,-0,3.8,3.8,0.2,5
gpt55_prid,L07,L,lower,invalid,2,-1.314157201,-1.270404344,0.8,0.8,0,5
gpt55_prid,L07,L,lower,valid,0,0.1171958415,0.2515648778,4.4,4.4,0.4,5
gpt55_prid,L07,L,lower,valid,1,0.6198225246,0.7860118793,7,7,1,5
gpt55_prid,L07,L,lower,valid,2,0.6013807252,0.7664025654,8,8,1,5
gpt55_prid,L08,L,raise,invalid,0,-0.04316769561,-0,0,0,0,5
gpt55_prid,L08,L,raise,invalid,1,-0.1124540915,-0,1,0.6085806195,0,5
gpt55_prid,L08,L,raise,invalid,2,-0.9042421916,-0.8345384117,0,0,0,5
gpt55_prid,L08,L,raise,valid,0,0.2596045363,0.4029891903,13.4,8.154980301,1,5
gpt55_prid,L08,L,raise,valid,1,0.65500929,0.8234262504,13.8,8.398412548,1,5
gpt55_prid,L08,L,raise,valid,2,0.6784983579,0.8484023656,17,10.34587053,1,5
gpt55_prid,M01,M,lower,invalid,0,-0.5335023363,-0.4403277367,0.8,0.8,0,5
gpt55_prid,M01,M,lower,invalid,1,-1.152397933,-1.098404411,1,1,0,5
gpt55_prid,M01,M,lower,invalid,2,-0.5159081947,-0.4216197443,0.8,0.8,0,5
gpt55_prid,M01,M,lower,valid,0,0.5344694223,0.695255238,4.6,4.6,0.6,5
gpt55_prid,M01,M,lower,valid,1,0.642776388,0.8104189072,5.8,5.8,1,5
gpt55_prid,M01,M,lower,valid,2,0.9146736258,1.099529431,7,7,1,5
gpt55_prid,M02,M,raise,invalid,0,-0.9722074921,-0.9068064632,0,0,0,5
gpt55_prid,M02,M,raise,invalid,1,-1.985919931,-1.984695066,0,0,0,5
gpt55_prid,M02,M,raise,invalid,2,-1.685254323,-1.664994903,1.8,1.8,0.2,5
gpt55_prid,M02,M,raise,valid,0,-0.1493117595,0,6,6,1,5
gpt55_prid,M02,M,raise,valid,1,0.003221028355,0.1303745408,10,10,1,5
gpt55_prid,M02,M,raise,valid,2,0.8341411025,1.01389855,6,6,1,5
gpt55_prid,M03,M,lower,invalid,0,-0.5388037605,-0.4459647838,9.6,9.6,0.8,5
gpt55_prid,M03,M,lower,invalid,1,-0.5125949551,-0.4180967499,10.4,10.4,1,5
gpt55_prid,M03,M,lower,invalid,2,-0.9350426931,-0.867288833,0.4,0.4,0,5
gpt55_prid,M03,M,lower,valid,0,1.142523083,1.341803594,14.4,14.4,1,5
gpt55_prid,M03,M,lower,valid,1,0.2227586748,0.3638106889,10.4,10.4,1,5
gpt55_prid,M03,M,lower,valid,2,0.5784484465,0.7420184887,8,8,1,5
gpt55_prid,M04,M,raise,invalid,0,-1.291567034,-1.246384037,0,0,0,5
gpt55_prid,M04,M,raise,invalid,1,-2.325999896,-2.346304832,0,0,0,5
gpt55_prid,M04,M,raise,invalid,2,-1.023091524,-0.9609118639,0,0,0,5
gpt55_prid,M04,M,raise,valid,0,-0.1515163802,0,7.6,7.6,1,5
gpt55_prid,M04,M,raise,valid,1,0.3866767764,0.538106127,14.6,14.6,1,5
gpt55_prid,M04,M,raise,valid,2,0.7716382029,0.9474387131,6.2,6.2,1,5
gpt55_prid,M05,M,lower,invalid,0,-1.819289749,-1.807515852,0,0,0,5
gpt55_prid,M05,M,lower,invalid,1,0.03707874372,-0,5.6,5.6,1,5
gpt55_prid,M05,M,lower,invalid,2,-0.1715495042,-0.05546037439,4.8,4.8,0.6,5
gpt55_prid,M05,M,lower,valid,0,0.5392192855,0.7003058058,7,7,1,5
gpt55_prid,M05,M,lower,valid,1,0.1072985861,0.2410410464,6.8,6.8,1,5
gpt55_prid,M05,M,lower,valid,2,0.4985795323,0.6570932288,6.2,6.2,1,5
gpt55_prid,M06,M,lower,invalid,0,-0.04935847467,-0,19.8,11.06853649,1,5
gpt55_prid,M06,M,lower,invalid,1,-0.3156602732,-0.2086945161,36.4,20.3482186,1,5
gpt55_prid,M06,M,lower,invalid,2,0.1627385557,-0,23.4,13.08099767,1,5
gpt55_prid,M06,M,lower,valid,0,1.278531345,1.486422275,17.2,9.615092303,1,5
gpt55_prid,M06,M,lower,valid,1,0.9876727105,1.177149945,17,9.503288904,1,5
gpt55_prid,M06,M,lower,valid,2,0.8186373316,0.9974132653,21.6,12.07476708,1,5
gpt55_prid,M07,M,lower,invalid,0,-0.1336688566,-0.01518157664,6.6,4.91934955,1,5
gpt55_prid,M07,M,lower,invalid,1,-1.386530143,-1.347359076,0,0,0,5
gpt55_prid,M07,M,lower,invalid,2,-1.363278696,-1.322635625,6,4.472135955,0.6,5
gpt55_prid,M07,M,lower,valid,0,1.007936413,1.198696503,7,5.217491947,1,5
gpt55_prid,M07,M,lower,valid,1,1.390851163,1.605852842,8.2,6.111919138,1,5
gpt55_prid,M07,M,lower,valid,2,0.9763383667,1.165098046,8,5.96284794,1,5
gpt55_prid,M08,M,lower,invalid,0,-0.7521576925,-0.6728257386,3.6,3.6,0.2,5
gpt55_prid,M08,M,lower,invalid,1,-0.7243464813,-0.6432538536,4.8,4.8,0.4,5
gpt55_prid,M08,M,lower,invalid,2,-0.5471337696,-0.4548221496,4.4,4.4,0.6,5
gpt55_prid,M08,M,lower,valid,0,0.5082803181,0.6674081525,10,10,1,5
gpt55_prid,M08,M,lower,valid,1,0.8401669837,1.020305918,6.8,6.8,1,5
gpt55_prid,M08,M,lower,valid,2,0.4818753112,0.6393314959,36.8,36.8,1,5
gpt55_prid,S01,S,lower,invalid,0,-0.2931609832,-0.1847708398,30,10.41315202,1,5
gpt55_prid,S01,S,lower,invalid,1,-0.3947609088,-0.2928028592,2.8,0.9718941883,0.2,5
gpt55_prid,S01,S,lower,invalid,2,-0.9273964966,-0.8591585707,5.2,1.80494635,0.4,5
gpt55_prid,S01,S,lower,valid,0,0.856782679,1.03797352,23.6,8.191679587,1,5
gpt55_prid,S01,S,lower,valid,1,-0.1051802428,0.01511059591,11.8,4.095839794,1,5
gpt55_prid,S01,S,lower,valid,2,-0.3513450041,0,27,9.371836816,1,5
gpt55_prid,S02,S,lower,invalid,0,-1.555736867,-1.527277949,0.6,0.197814142,0,5
gpt55_prid,S02,S,lower,invalid,1,-1.636377631,-1.613023922,3.2,1.055008757,0.2,5
gpt55_prid,S02,S,lower,invalid,2,-1.836953703,-1.826298076,0,0,0,5
gpt55_prid,S02,S,lower,valid,0,0.8768752785,1.059338143,10.2,3.362840414,1,5
gpt55_prid,S02,S,lower,valid,1,0.6923262685,0.8631056942,8.2,2.703459941,1,5
gpt55_prid,S02,S,lower,valid,2,0.6761479249,0.8459031312,7.4,2.439707752,1,5
gpt55_prid,S03,S,raise,invalid,0,-1.345321743,-1.303541852,9,1.21135928,1,5
gpt55_prid,S03,S,raise,invalid,1,-0.00768595632,-0,1.8,0.2422718559,0,5
gpt55_prid,S03,S,raise,invalid,2,-0.7972483783,-0.720771028,0,0,0,5
gpt55_prid,S03,S,raise,valid,0,0.1026738634,0.2361235415,7.8,1.049844709,0.8,5
gpt55_prid,S03,S,raise,valid,1,0.506111619,0.6651021573,8,1.076763804,1,5
gpt55_prid,S03,S,raise,valid,2,0.5676872517,0.7305760236,8.4,1.130601994,1,5
gpt55_prid,S04,S,lower,invalid,0,-1.498308613,-1.466214024,0,0,0,5
gpt55_prid,S04,S,lower,invalid,1,-1.559375963,-1.531147429,0,0,0,5
gpt55_prid,S04,S,lower,invalid,2,-1.434758273,-1.398640435,0.4,0.4,0,5
gpt55_prid,S04,S,lower,valid,0,0.3994766913,0.5517163796,3.4,3.4,0,5
gpt55_prid,S04,S,lower,valid,1,-0.07804074551,0.04396824203,4,4,0,5
gpt55_prid,S04,S,lower,valid,2,0.9652701298,1.153329101,3.6,3.6,0,5
gpt55_prid,S05,S,lower,invalid,0,-1.042533358,-0.9815845232,18.6,18.6,1,5
gpt55_prid,S05,S,lower,invalid,1,-0.2367526268,-0.1247913799,14,14,1,5
gpt55_prid,S05,S,lower,invalid,2,-0.8057868578,-0.729850062,13,13,1,5
gpt55_prid,S05,S,lower,valid,0,1.324732488,1.535548323,12.8,12.8,1,5
gpt55_prid,S05,S,lower,valid,1,1.308637887,1.518434803,12.8,12.8,1,5
gpt55_prid,S05,S,lower,valid,2,1.259169454,1.46583462,11.8,11.8,1,5
gpt55_prid,S06,S,lower,invalid,0,-1.547078236,-1.518071157,0,0,0,5
gpt55_prid,S06,S,lower,invalid,1,-0.2992819367,-0.191279299,6.2,6.2,1,5
gpt55_prid,S06,S,lower,invalid,2,-0.2548778064,-0.1440640294,5,5,0.6,5
gpt55_prid,S06,S,lower,valid,0,0.7497721244,0.9241883357,6.2,6.2,1,5
gpt55_prid,S06,S,lower,valid,1,0.9887821888,1.178329663,8.6,8.6,1,5
gpt55_prid,S06,S,lower,valid,2,0.9402594609,1.126735055,5.4,5.4,0.8,5
gpt55_prid,S07,S,raise,invalid,0,-1.448003246,-1.412723922,0,0,0,5
gpt55_prid,S07,S,raise,invalid,1,-0.7554783101,-0.676356578,1.4,0.3913118961,0,5
gpt55_prid,S07,S,raise,invalid,2,-0.8317021695,-0.7574060218,10.6,2.96279007,1,5
gpt55_prid,S07,S,raise,valid,0,0.2473392401,0.389947402,9.4,2.627379874,1,5
gpt55_prid,S07,S,raise,valid,1,0.681149763,0.8512216259,5.8,1.621149284,1,5
gpt55_prid,S07,S,raise,valid,2,0.4503117533,0.6057697106,8.2,2.291969677,1,5
gpt55_prid,S08,S,lower,invalid,0,-2.287765605,-2.305650003,0,0,0,5
gpt55_prid,S08,S,lower,invalid,1,-1.869406666,-1.860805573,0.2,0.2,0,5
gpt55_prid,S08,S,lower,invalid,2,-1.381886096,-1.342421023,0,0,0,5
gpt55_prid,S08,S,lower,valid,0,0.4844827452,0.6421040015,2.6,2.6,0,5
gpt55_prid,S08,S,lower,valid,1,0.3108930531,0.4575246835,8,8,1,5
gpt55_prid,S08,S,lower,valid,2,0.276933219,0.4214149182,5.6,5.6,0.8,5
gpt5_prid,L01,L,lower,invalid,0,-0.4526228008,-0.3077706568,13.6,12.41504464,1,5
gpt5_prid,L01,L,lower,invalid,1,-0.5161613549,-0.3746689745,6.2,5.659799761,0.6,5
gpt5_prid,L01,L,lower,invalid,2,0.02198581798,-0,5.4,4.929503018,0.6,5
gpt5_prid,L01,L,lower,valid,0,0.9109174147,1.127870237,7.2,6.57267069,1,5
gpt5_prid,L01,L,lower,valid,1,0.638557147,0.8411082228,7.8,7.120393248,1,5
gpt5_prid,L01,L,lower,valid,2,0.5649508707,0.7636098263,5,4.564354646,0.6,5
gpt5_prid,L02,L,lower,invalid,0,0.2579388753,-0,44,12.80889521,1,5
gpt5_prid,L02,L,lower,invalid,1,-1.223648157,-1.119565952,30.6,8.908004399,1,5
gpt5_prid,L02,L,lower,invalid,2,-0.8490118135,-0.7251197529,57.6,16.76800828,1,5
gpt5_prid,L02,L,lower,valid,0,1.061836309,1.286769354,26.4,7.685337129,1,5
gpt5_prid,L02,L,lower,valid,1,1.045662766,1.269740593,18.8,5.472891592,1,5
gpt5_prid,L02,L,lower,valid,2,0.5994479049,0.7999309794,46,13.39111772,1,5
gpt5_prid,L03,L,lower,invalid,0,-1.773831523,-1.698841671,0,0,0,5
gpt5_prid,L03,L,lower,invalid,1,-0.7871840078,-0.6600226437,0,0,0,5
gpt5_prid,L03,L,lower,invalid,2,-1.980641407,-1.916587157,0,0,0,5
gpt5_prid,L03,L,lower,valid,0,1.164987368,1.395374789,45.8,40.16925728,1,5
gpt5_prid,L03,L,lower,valid,1,0.6480076708,0.8510584672,19.8,17.36574878,1,5
gpt5_prid,L03,L,lower,valid,2,0.8032085531,1.014465993,33,28.94291464,1,5
gpt5_prid,L04,L,raise,invalid,0,-1.447250929,-1.354992293,25.8,4.807546152,1,5
gpt5_prid,L04,L,raise,invalid,1,-0.7185725527,-0.5877831824,4.8,0.894427191,0.4,5
gpt5_prid,L04,L,raise,invalid,2,-1.352687076,-1.255428134,0,0,0,5
gpt5_prid,L04,L,raise,valid,0,0.8211860749,1.033394123,14.6,2.720549373,1,5
gpt5_prid,L04,L,raise,valid,1,1.060461743,1.285322104,7.4,1.378908586,1,5
gpt5_prid,L04,L,raise,valid,2,0.5712032693,0.7701928365,9.4,1.751586582,0.8,5
gpt5_prid,L07,L,lower,invalid,0,-1.535117426,-1.447504955,2.6,2.6,0,5
gpt5_prid,L07,L,lower,invalid,1,-0.05492443843,-0,5.2,5.2,0.8,5
gpt5_prid,L07,L,lower,invalid,2,-1.314157201,-1.214860893,0,0,0,5
gpt5_prid,L07,L,lower,valid,0,0.1171958415,0.2921786042,7.2,7.2,1,5
gpt5_prid,L07,L,lower,valid,1,0.6198225246,0.8213829593,7.6,7.6,1,5
gpt5_prid,L07,L,lower,valid,2,0.6013807252,0.8019660026,8.6,8.6,1,5
gpt5_prid,L08,L,raise,invalid,0,-0.04316769561,-0,3.8,0.9032271082,0.4,5
gpt5_prid,L08,L,raise,invalid,1,-0.1124540915,-0,5.4,1.283533259,0.6,5
gpt5_prid,L08,L,raise,invalid,2,-0.9042421916,-0.7832705785,7,1.66383941,0.8,5
gpt5_prid,L08,L,raise,valid,0,0.2596045363,0.4421175231,17.4,4.13582939,1,5
gpt5_prid,L08,L,raise,valid,1,0.65500929,0.8584303149,11.8,2.804757862,1,5
gpt5_prid,L08,L,raise,valid,2,0.6784983579,0.8831614274,21.6,5.134133036,1,5
gpt5_prid,M01,M,lower,invalid,0,-0.5335023363,-0.3929269047,10.6,10.6,1,5
gpt5_prid,M01,M,lower,invalid,1,-1.152397933,-1.04454819,21.8,21.8,1,5
gpt5_prid,M01,M,lower,invalid,2,-0.5159081947,-0.3744024279,10.6,10.6,1,5
gpt5_prid,M01,M,lower,valid,0,0.5344694223,0.7315165933,5.8,5.8,1,5
gpt5_prid,M01,M,lower,valid,1,0.642776388,0.8455505669,6.6,6.6,1,5
gpt5_prid,M01,M,lower,valid,2,0.9146736258,1.131825067,6.6,6.6,1,5
gpt5_prid,M02,M,raise,invalid,0,-0.9722074921,-0.8548297181,2.6,0.9970544855,0,5
gpt5_prid,M02,M,raise,invalid,1,-1.985919931,-1.922144796,7.2,2.76107396,0.8,5
gpt5_prid,M02,M,raise,invalid,2,-1.685254323,-1.605580724,38.4,14.72572779,0.8,5
gpt5_prid,M02,M,raise,valid,0,-0.1493117595,0.0115787319,7.8,2.991163457,1,5
gpt5_prid,M02,M,raise,valid,1,0.003221028355,0.1721770812,12.4,4.755182931,1,5
gpt5_prid,M02,M,raise,valid,2,0.8341411025,1.04703418,5,1.917412472,0.6,5
gpt5_prid,M03,M,lower,invalid,0,-0.5388037605,-0.3985086553,36.4,36.4,0.8,5
gpt5_prid,M03,M,lower,invalid,1,-0.5125949551,-0.3709139922,30.2,30.2,1,5
gpt5_prid,M03,M,lower,invalid,2,-0.9350426931,-0.8156997353,2.6,2.6,0,5
gpt5_prid,M03,M,lower,valid,0,1.142523083,1.371722648,31.8,31.8,1,5
gpt5_prid,M03,M,lower,valid,1,0.2227586748,0.4033233424,11.6,11.6,1,5
gpt5_prid,M03,M,lower,valid,2,0.5784484465,0.777821121,8.2,8.2,1,5
gpt5_prid,M04,M,raise,invalid,0,-1.291567034,-1.191076213,0,0,0,5
gpt5_prid,M04,M,raise,invalid,1,-2.325999896,-2.280207359,8.8,5.259005881,0.2,5
gpt5_prid,M04,M,raise,invalid,2,-1.023091524,-0.9084043731,0.8,0.4780914437,0,5
gpt5_prid,M04,M,raise,valid,0,-0.1515163802,0.00925753621,14.4,8.605645987,1,5
gpt5_prid,M04,M,raise,valid,1,0.3866767764,0.5759090331,17.6,10.51801176,1,5
gpt5_prid,M04,M,raise,valid,2,0.7716382029,0.98122628,5.4,3.227117245,0.8,5
