artefact,tier,direction,validity,run,ordering,S0,t1,t2,t3
S06,S,lower,valid,2,120,87,78,72,65
S06,S,lower,valid,2,201,87,81,76,70
S06,S,lower,valid,3,012,88,81,74,68
S06,S,lower,valid,3,120,88,78,72,65
S06,S,lower,valid,3,201,88,82,76,70
S06,S,lower,valid,4,012,88,82,76,70
S06,S,lower,valid,4,120,88,78,72,67
S06,S,lower,valid,4,201,88,82,77,72
S07,S,lower,invalid,0,012,76,52,29,14
S07,S,lower,invalid,0,120,76,58,38,21
S07,S,lower,invalid,0,201,76,38,22,10
S07,S,lower,invalid,1,012,68,45,22,10
S07,S,lower,invalid,1,120,68,48,32,18
S07,S,lower,invalid,1,201,68,40,25,10
S07,S,lower,invalid,2,012,72,38,15,7
S07,S,lower,invalid,2,120,72,55,38,22
S07,S,lower,invalid,2,201,72,48,32,17
S07,S,lower,invalid,3,012,82,58,32,18
S07,S,lower,invalid,3,120,82,58,41,22
S07,S,lower,invalid,3,201,82,54,32,18
S07,S,lower,invalid,4,012,74,56,34,18
S07,S,lower,invalid,4,120,74,54,38,22
S07,S,lower,invalid,4,201,74,52,38,18
S07,S,lower,valid,0,012,76,58,45,32
S07,S,lower,valid,0,120,76,62,50,35
S07,S,lower,valid,0,201,76,62,48,35
S07,S,lower,valid,1,012,68,45,33,25
S07,S,lower,valid,1,120,68,56,45,32
S07,S,lower,valid,1,201,68,54,38,27
S07,S,lower,valid,2,012,72,52,38,27
S07,S,lower,valid,2,120,72,58,45,32
S07,S,lower,valid,2,201,72,58,38,24
S07,S,lower,valid,3,012,82,60,45,30
S07,S,lower,valid,3,120,82,68,58,42
S07,S,lower,valid,3,201,82,68,52,38
S07,S,lower,valid,4,012,74,58,42,33
S07,S,lower,valid,4,120,74,61,52,38
S07,S,lower,valid,4,201,74,60,45,32
S08,S,lower,invalid,0,012,92,38,20,10
S08,S,lower,invalid,0,120,92,83,65,35
S08,S,lower,invalid,0,201,92,68,35,20
S08,S,lower,invalid,1,012,93,35,20,10
S08,S,lower,invalid,1,120,93,85,65,30
S08,S,lower,invalid,1,201,93,72,35,20
S08,S,lower,invalid,2,012,92,35,20,10
S08,S,lower,invalid,2,120,92,85,60,30
S08,S,lower,invalid,2,201,92,65,25,10
S08,S,lower,invalid,3,012,92,35,20,10
S08,S,lower,invalid,3,120,92,85,60,30
S08,S,lower,invalid,3,201,92,61,22,12
S08,S,lower,invalid,4,012,92,45,20,10
S08,S,lower,invalid,4,120,92,85,65,30
S08,S,lower,invalid,4,201,92,64,25,10
S08,S,lower,valid,0,012,92,87,79,74
S08,S,lower,valid,0,120,92,80,75,70
S08,S,lower,valid,0,201,92,83,78,68
S08,S,lower,valid,1,012,93,87,75,68
S08,S,lower,valid,1,120,93,78,72,68
S08,S,lower,valid,1,201,93,85,80,70
S08,S,lower,valid,2,012,92,87,78,72
S08,S,lower,valid,2,120,92,80,74,70
S08,S,lower,valid,2,201,92,84,80,70
S08,S,lower,valid,3,012,92,88,80,75
S08,S,lower,valid,3,120,92,82,76,72
S08,S,lower,valid,3,201,92,83,78,70
S08,S,lower,valid,4,012,92,88,78,72
S08,S,lower,valid,4,120,92,80,75,70
S08,S,lower,valid,4,201,92,82,78,68
