model,turn,threshold,weight_family,aggregation,artefact,validity,update_probability,n_rows,weight_sum
gpt-5.5,2,5,ads_hinged,median,M08,invalid,0.5491102988786882,60,31.259049296985786
gpt-5.5,2,5,ads_hinged,median,M08,valid,1.0,60,43.50587253460837
gpt-5.5,2,5,ads_hinged,median,S01,invalid,0.6252717472357998,60,31.48525256200541
gpt-5.5,2,5,ads_hinged,median,S01,valid,1.0,60,10.045957105100387
gpt-5.5,2,5,ads_hinged,median,S02,invalid,0.06722533313542824,60,96.23006204053449
gpt-5.5,2,5,ads_hinged,median,S02,valid,1.0,60,50.06318624568978
gpt-5.5,2,5,ads_hinged,median,S03,invalid,0.020796341491170028,60,32.59502187977547
gpt-5.5,2,5,ads_hinged,median,S03,valid,1.0,60,35.34305890879843
gpt-5.5,2,5,ads_hinged,median,S04,invalid,0.0,60,82.04988324207706
gpt-5.5,2,5,ads_hinged,median,S04,valid,0.7296641857931213,60,38.55552624015829
gpt-5.5,2,5,ads_hinged,median,S05,invalid,1.0,60,32.17052150661021
gpt-5.5,2,5,ads_hinged,median,S05,valid,1.0,60,84.35863659065166
gpt-5.5,2,5,ads_hinged,median,S06,invalid,0.1865625767507779,60,21.939284946397255
gpt-5.5,2,5,ads_hinged,median,S06,valid,1.0,60,62.64461919078109
gpt-5.5,2,5,ads_hinged,median,S07,invalid,0.08615635179327424,60,47.377193407524054
gpt-5.5,2,5,ads_hinged,median,S07,valid,1.0,60,36.76921060254447
gpt-5.5,2,5,ads_hinged,median,S08,invalid,0.0,60,94.55890189248775
gpt-5.5,2,5,ads_hinged,median,S08,valid,0.9623052517459664,60,26.53415542684317
gpt-5.5,2,5,ads_hinged,min,L01,valid,1.0,60,41.06052258408075
gpt-5.5,2,5,ads_hinged,min,L02,invalid,0.0,60,35.88969902571403
gpt-5.5,2,5,ads_hinged,min,L02,valid,1.0,60,27.095572852309182
gpt-5.5,2,5,ads_hinged,min,L03,invalid,0.0,60,59.80052043768614
gpt-5.5,2,5,ads_hinged,min,L03,valid,1.0,60,49.147948238209395
gpt-5.5,2,5,ads_hinged,min,L04,invalid,0.0,60,48.63317328966781
gpt-5.5,2,5,ads_hinged,min,L04,valid,1.0,60,41.435666504017576
gpt-5.5,2,5,ads_hinged,min,L07,invalid,0.0,60,23.895320571928135
gpt-5.5,2,5,ads_hinged,min,L07,valid,1.0,60,33.56261618180898
gpt-5.5,2,5,ads_hinged,min,L08,valid,1.0,60,38.55593266717171
gpt-5.5,2,5,ads_hinged,min,M01,invalid,0.016666666666666666,60,23.791021341394845
gpt-5.5,2,5,ads_hinged,min,M01,valid,1.0,60,43.56391430901647
gpt-5.5,2,5,ads_hinged,min,M02,invalid,0.04280623403714737,60,79.69085240603094
gpt-5.5,2,5,ads_hinged,min,M02,valid,1.0,60,4.904488029559196
gpt-5.5,2,5,ads_hinged,min,M03,invalid,0.423914723951709,60,24.11640306897968
gpt-5.5,2,5,ads_hinged,min,M03,valid,1.0,60,27.64278626386677
gpt-5.5,2,5,ads_hinged,min,M04,invalid,0.0,60,54.22202107617968
gpt-5.5,2,5,ads_hinged,min,M04,valid,1.0,60,20.242717951904716
gpt-5.5,2,5,ads_hinged,min,M05,invalid,0.6,60,1.0431666357172142
gpt-5.5,2,5,ads_hinged,min,M05,valid,1.0,60,21.427004432033566
gpt-5.5,2,5,ads_hinged,min,M06,valid,1.0,60,56.28171023963941
gpt-5.5,2,5,ads_hinged,min,M07,invalid,0.2785664926308794,60,50.04105463205652
gpt-5.5,2,5,ads_hinged,min,M07,valid,1.0,60,65.7437723427879
gpt-5.5,2,5,ads_hinged,min,M08,invalid,0.55,60,25.664555833778078
gpt-5.5,2,5,ads_hinged,min,M08,valid,1.0,60,36.07598901552141
gpt-5.5,2,5,ads_hinged,min,S01,invalid,0.6540620653372706,60,14.49018567348716
gpt-5.5,2,5,ads_hinged,min,S02,invalid,0.06786927689702982,60,89.40637222528572
gpt-5.5,2,5,ads_hinged,min,S02,valid,1.0,60,47.732345839827246
gpt-5.5,2,5,ads_hinged,min,S03,invalid,0.0,60,13.557144118479393
gpt-5.5,2,5,ads_hinged,min,S03,valid,1.0,60,29.461412370527785
gpt-5.5,2,5,ads_hinged,min,S04,invalid,0.0,60,78.92202603055547
gpt-5.5,2,5,ads_hinged,min,S04,valid,0.43935895996367014,60,12.031374349215216
gpt-5.5,2,5,ads_hinged,min,S05,invalid,1.0,60,18.42237188220466
gpt-5.5,2,5,ads_hinged,min,S05,valid,1.0,60,82.71363760726715
gpt-5.5,2,5,ads_hinged,min,S06,invalid,0.3666666666666667,60,8.12919804011559
gpt-5.5,2,5,ads_hinged,min,S06,valid,1.0,60,59.769291268391484
gpt-5.5,2,5,ads_hinged,min,S07,invalid,0.07178798522988336,60,39.689705449975456
gpt-5.5,2,5,ads_hinged,min,S07,valid,1.0,60,30.122725277090424
gpt-5.5,2,5,ads_hinged,min,S08,invalid,0.0,60,75.74969539888527
gpt-5.5,2,5,ads_hinged,min,S08,valid,0.9666666666666667,60,23.77946348158449
gpt-5.5,2,5,ads_hinged,sum,L01,invalid,0.37324548771917687,60,22.53543986643388
gpt-5.5,2,5,ads_hinged,sum,L01,valid,1.0,60,91.984627103269
gpt-5.5,2,5,ads_hinged,sum,L02,invalid,0.0,60,92.66871348260591
gpt-5.5,2,5,ads_hinged,sum,L02,valid,1.0,60,66.88003943035625
gpt-5.5,2,5,ads_hinged,sum,L03,invalid,0.0,60,171.4755345270598
gpt-5.5,2,5,ads_hinged,sum,L03,valid,1.0,60,111.73950806995896
gpt-5.5,2,5,ads_hinged,sum,L04,invalid,0.0,60,124.52220458312996
gpt-5.5,2,5,ads_hinged,sum,L04,valid,1.0,60,107.44132807942067
gpt-5.5,2,5,ads_hinged,sum,L07,invalid,0.19116163401764638,60,100.00048679107786
gpt-5.5,2,5,ads_hinged,sum,L07,valid,1.0,60,77.54660201378907
gpt-5.5,2,5,ads_hinged,sum,L08,invalid,0.0,60,47.091061155687235
gpt-5.5,2,5,ads_hinged,sum,L08,valid,1.0,60,86.4293044851088
gpt-5.5,2,5,ads_hinged,sum,M01,invalid,0.019477521714884777,60,73.39351504801446
gpt-5.5,2,5,ads_hinged,sum,M01,valid,1.0,60,105.60780220209018
gpt-5.5,2,5,ads_hinged,sum,M02,invalid,0.0521072663301175,60,185.66926575396576
gpt-5.5,2,5,ads_hinged,sum,M02,valid,1.0,60,62.11642452182002
gpt-5.5,2,5,ads_hinged,sum,M03,invalid,0.4302241492488283,60,73.05549431071641
gpt-5.5,2,5,ads_hinged,sum,M03,valid,1.0,60,80.79465613640838
gpt-5.5,2,5,ads_hinged,sum,M04,invalid,0.0,60,165.92988724500526
gpt-5.5,2,5,ads_hinged,sum,M04,valid,1.0,60,73.70448046879902
gpt-5.5,2,5,ads_hinged,sum,M05,invalid,0.6042145341244396,60,37.12747144463802
gpt-5.5,2,5,ads_hinged,sum,M05,valid,1.0,60,59.31804177553253
gpt-5.5,2,5,ads_hinged,sum,M06,invalid,1.0,60,7.850764033359492
gpt-5.5,2,5,ads_hinged,sum,M06,valid,1.0,60,128.5227159104561
gpt-5.5,2,5,ads_hinged,sum,M07,invalid,0.400211136029191,60,125.60436393728172
gpt-5.5,2,5,ads_hinged,sum,M07,valid,1.0,60,148.70001744262473
gpt-5.5,2,5,ads_hinged,sum,M08,invalid,0.5491102988786882,60,62.51809859397157
gpt-5.5,2,5,ads_hinged,sum,M08,valid,1.0,60,87.01174506921674
gpt-5.5,2,5,ads_hinged,sum,S01,invalid,0.6252717472357998,60,62.97050512401082
gpt-5.5,2,5,ads_hinged,sum,S01,valid,1.0,60,20.091914210200773
gpt-5.5,2,5,ads_hinged,sum,S02,invalid,0.06722533313542824,60,192.46012408106898
gpt-5.5,2,5,ads_hinged,sum,S02,valid,1.0,60,100.12637249137956
gpt-5.5,2,5,ads_hinged,sum,S03,invalid,0.020796341491170028,60,65.19004375955095
gpt-5.5,2,5,ads_hinged,sum,S03,valid,1.0,60,70.68611781759687
gpt-5.5,2,5,ads_hinged,sum,S04,invalid,0.0,60,164.09976648415412
gpt-5.5,2,5,ads_hinged,sum,S04,valid,0.7296641857931213,60,77.11105248031657
gpt-5.5,2,5,ads_hinged,sum,S05,invalid,1.0,60,64.34104301322041
gpt-5.5,2,5,ads_hinged,sum,S05,valid,1.0,60,168.7172731813033
gpt-5.5,2,5,ads_hinged,sum,S06,invalid,0.1865625767507779,60,43.87856989279451
gpt-5.5,2,5,ads_hinged,sum,S06,valid,1.0,60,125.28923838156219
gpt-5.5,2,5,ads_hinged,sum,S07,invalid,0.08615635179327424,60,94.75438681504811
gpt-5.5,2,5,ads_hinged,sum,S07,valid,1.0,60,73.53842120508894
gpt-5.5,2,5,ads_hinged,sum,S08,invalid,0.0,60,189.1178037849755
gpt-5.5,2,5,ads_hinged,sum,S08,valid,0.9623052517459664,60,53.06831085368634
gpt-5.5,2,5,none,unweighted,L01,invalid,0.36666666666666664,60,60.0
gpt-5.5,2,5,none,unweighted,L01,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,L02,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,L02,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,L03,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,L03,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,L04,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,L04,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,L07,invalid,0.26666666666666666,60,60.0
gpt-5.5,2,5,none,unweighted,L07,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,L08,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,L08,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M01,invalid,0.016666666666666666,60,60.0
gpt-5.5,2,5,none,unweighted,M01,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M02,invalid,0.06666666666666667,60,60.0
gpt-5.5,2,5,none,unweighted,M02,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M03,invalid,0.43333333333333335,60,60.0
gpt-5.5,2,5,none,unweighted,M03,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M04,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,M04,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M05,invalid,0.65,60,60.0
gpt-5.5,2,5,none,unweighted,M05,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M06,invalid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M06,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M07,invalid,0.48333333333333334,60,60.0
gpt-5.5,2,5,none,unweighted,M07,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,M08,invalid,0.55,60,60.0
gpt-5.5,2,5,none,unweighted,M08,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S01,invalid,0.6166666666666667,60,60.0
gpt-5.5,2,5,none,unweighted,S01,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S02,invalid,0.06666666666666667,60,60.0
gpt-5.5,2,5,none,unweighted,S02,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S03,invalid,0.03333333333333333,60,60.0
gpt-5.5,2,5,none,unweighted,S03,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S04,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,S04,valid,0.7833333333333333,60,60.0
gpt-5.5,2,5,none,unweighted,S05,invalid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S05,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S06,invalid,0.36666666666666664,60,60.0
gpt-5.5,2,5,none,unweighted,S06,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S07,invalid,0.06666666666666667,60,60.0
gpt-5.5,2,5,none,unweighted,S07,valid,1.0,60,60.0
gpt-5.5,2,5,none,unweighted,S08,invalid,0.0,60,60.0
gpt-5.5,2,5,none,unweighted,S08,valid,0.9666666666666667,60,60.0
gpt-5.5,2,5,raw_bt_abs,lead,L01,invalid,0.42135067151069955,60,21.08617055385438
gpt-5.5,2,5,raw_bt_abs,lead,L01,valid,1.0,60,36.841303295345256
gpt-5.5,2,5,raw_bt_abs,lead,L02,invalid,0.0,60,54.1557745717969
gpt-5.5,2,5,raw_bt_abs,lead,L02,valid,1.0,60,26.591449672093
gpt-5.5,2,5,raw_bt_abs,lead,L03,invalid,0.0,60,71.1001884569003
gpt-5.5,2,5,raw_bt_abs,lead,L03,valid,1.0,60,41.984477895175715
gpt-5.5,2,5,raw_bt_abs,lead,L04,invalid,0.0,60,55.79664363270149
gpt-5.5,2,5,raw_bt_abs,lead,L04,valid,1.0,60,53.84253512199662
gpt-5.5,2,5,raw_bt_abs,lead,L07,invalid,0.03085629438563867,60,28.48012155684824
gpt-5.5,2,5,raw_bt_abs,lead,L07,valid,1.0,60,36.8205154889464
gpt-5.5,2,5,raw_bt_abs,lead,L08,invalid,0.0,60,22.583007494095515
gpt-5.5,2,5,raw_bt_abs,lead,L08,valid,1.0,60,39.770338756412066
gpt-5.5,2,5,raw_bt_abs,lead,M01,invalid,0.02042748739683456,60,56.41408121907904
gpt-5.5,2,5,raw_bt_abs,lead,M01,valid,1.0,60,44.004528036456506
gpt-5.5,2,5,raw_bt_abs,lead,M02,invalid,0.059580210889847565,60,113.14188369096851
gpt-5.5,2,5,raw_bt_abs,lead,M02,valid,1.0,60,16.811663183945786
gpt-5.5,2,5,raw_bt_abs,lead,M03,invalid,0.33994610664729535,60,39.2046520641685
gpt-5.5,2,5,raw_bt_abs,lead,M03,valid,1.0,60,20.47931592083308
gpt-5.5,2,5,raw_bt_abs,lead,M04,invalid,0.0,60,113.50182630030216
gpt-5.5,2,5,raw_bt_abs,lead,M04,valid,1.0,60,30.899835114502462
gpt-5.5,2,5,raw_bt_abs,lead,M05,invalid,0.6226359515537251,60,4.914139832382254
gpt-5.5,2,5,raw_bt_abs,lead,M05,valid,1.0,60,14.26353408899988
gpt-5.5,2,5,raw_bt_abs,lead,M06,invalid,1.0,60,15.881182042221797
gpt-5.5,2,5,raw_bt_abs,lead,M06,valid,1.0,60,55.87965505236019
gpt-5.5,2,5,raw_bt_abs,lead,M07,invalid,0.4809911406376335,60,82.7267796482589
gpt-5.5,2,5,raw_bt_abs,lead,M07,valid,1.0,60,75.16081383952344
gpt-5.5,2,5,raw_bt_abs,lead,M08,invalid,0.5588791631477861,60,39.916534644946466
gpt-5.5,2,5,raw_bt_abs,lead,M08,valid,1.0,60,43.24418557205313
gpt-5.5,2,5,raw_bt_abs,lead,S01,invalid,0.5339392849647089,60,34.33836628404416
gpt-5.5,2,5,raw_bt_abs,lead,S01,valid,1.0,60,11.234109793861206
gpt-5.5,2,5,raw_bt_abs,lead,S02,invalid,0.06404973911309544,60,102.19417929079643
gpt-5.5,2,5,raw_bt_abs,lead,S02,valid,1.0,60,41.2160092369718
gpt-5.5,2,5,raw_bt_abs,lead,S03,invalid,0.000945823825151948,60,16.252405818949295
gpt-5.5,2,5,raw_bt_abs,lead,S03,valid,1.0,60,31.59820979465468
gpt-5.5,2,5,raw_bt_abs,lead,S04,invalid,0.0,60,91.07020398909607
gpt-5.5,2,5,raw_bt_abs,lead,S04,valid,0.44047382397878465,60,22.42703241633304
gpt-5.5,2,5,raw_bt_abs,lead,S05,invalid,1.0,60,25.58584222523835
gpt-5.5,2,5,raw_bt_abs,lead,S05,valid,1.0,60,77.52890455096605
gpt-5.5,2,5,raw_bt_abs,lead,S06,invalid,0.3831426699785221,60,17.06883359709857
gpt-5.5,2,5,raw_bt_abs,lead,S06,valid,1.0,60,58.356476770137
gpt-5.5,2,5,raw_bt_abs,lead,S07,invalid,0.0710049771834938,60,46.853175793009136
gpt-5.5,2,5,raw_bt_abs,lead,S07,valid,1.0,60,36.252225584964826
gpt-5.5,2,5,raw_bt_abs,lead,S08,invalid,0.0,60,102.4139885525433
gpt-5.5,2,5,raw_bt_abs,lead,S08,valid,0.9691857945853534,60,17.974386504492788
gpt-5.5,2,5,raw_bt_abs,max,L01,invalid,0.3716586554357903,60,29.698910209467567
gpt-5.5,2,5,raw_bt_abs,max,L01,valid,1.0,60,43.76063417615457
gpt-5.5,2,5,raw_bt_abs,max,L02,invalid,0.0,60,63.942484799925566
gpt-5.5,2,5,raw_bt_abs,max,L02,valid,1.0,60,32.62099623501338
gpt-5.5,2,5,raw_bt_abs,max,L03,invalid,0.0,60,118.83848443240734
gpt-5.5,2,5,raw_bt_abs,max,L03,valid,1.0,60,55.42808948871589
gpt-5.5,2,5,raw_bt_abs,max,L04,invalid,0.0,60,83.05250163649585
gpt-5.5,2,5,raw_bt_abs,max,L04,valid,1.0,60,58.84219123236941
gpt-5.5,2,5,raw_bt_abs,max,L07,invalid,0.25251422484842334,60,83.2686365621834
gpt-5.5,2,5,raw_bt_abs,max,L07,valid,1.0,60,36.8205154889464
gpt-5.5,2,5,raw_bt_abs,max,L08,invalid,0.0,60,54.25453149872093
gpt-5.5,2,5,raw_bt_abs,max,L08,valid,1.0,60,40.709901474903404
gpt-5.5,2,5,raw_bt_abs,max,M01,invalid,0.020300860778101705,60,56.765964049653306
gpt-5.5,2,5,raw_bt_abs,max,M01,valid,1.0,60,54.88041755004002
gpt-5.5,2,5,raw_bt_abs,max,M02,invalid,0.059580210889847565,60,113.14188369096851
gpt-5.5,2,5,raw_bt_abs,max,M02,valid,1.0,60,50.04846614922714
gpt-5.5,2,5,raw_bt_abs,max,M03,invalid,0.43333333333333335,60,56.10256158477043
gpt-5.5,2,5,raw_bt_abs,max,M03,valid,1.0,60,45.988399529507916
gpt-5.5,2,5,raw_bt_abs,max,M04,invalid,0.0,60,118.87133651185925
gpt-5.5,2,5,raw_bt_abs,max,M04,valid,1.0,60,46.29829217386062
gpt-5.5,2,5,raw_bt_abs,max,M05,invalid,0.6118999997271769,60,43.24777515195449
gpt-5.5,2,5,raw_bt_abs,max,M05,valid,1.0,60,30.727567000465278
gpt-5.5,2,5,raw_bt_abs,max,M06,invalid,1.0,60,15.881182042221797
gpt-5.5,2,5,raw_bt_abs,max,M06,valid,1.0,60,65.077535327783
gpt-5.5,2,5,raw_bt_abs,max,M07,invalid,0.4809911406376335,60,82.7267796482589
gpt-5.5,2,5,raw_bt_abs,max,M07,valid,1.0,60,75.79277475680311
gpt-5.5,2,5,raw_bt_abs,max,M08,invalid,0.5487363426434481,60,44.01701310322718
gpt-5.5,2,5,raw_bt_abs,max,M08,valid,1.0,60,43.77228571066165
gpt-5.5,2,5,raw_bt_abs,max,S01,invalid,0.6166666666666667,60,55.64378979355735
gpt-5.5,2,5,raw_bt_abs,max,S01,valid,1.0,60,31.18945374284539
gpt-5.5,2,5,raw_bt_abs,max,S02,invalid,0.06666666666666667,60,110.21722219881694
gpt-5.5,2,5,raw_bt_abs,max,S02,valid,1.0,60,45.23055630851862
gpt-5.5,2,5,raw_bt_abs,max,S03,invalid,0.027118965967572118,60,58.79636998410523
gpt-5.5,2,5,raw_bt_abs,max,S03,valid,1.0,60,34.0612351040354
gpt-5.5,2,5,raw_bt_abs,max,S04,invalid,0.0,60,92.34121079663235
gpt-5.5,2,5,raw_bt_abs,max,S04,valid,0.7833333333333333,60,57.916207788067666
gpt-5.5,2,5,raw_bt_abs,max,S05,invalid,1.0,60,53.082141474049436
gpt-5.5,2,5,raw_bt_abs,max,S05,valid,1.0,60,78.84016523100247
gpt-5.5,2,5,raw_bt_abs,max,S06,invalid,0.1825094425585411,60,42.91284219571261
gpt-5.5,2,5,raw_bt_abs,max,S06,valid,1.0,60,58.356476770137
gpt-5.5,2,5,raw_bt_abs,max,S07,invalid,0.09307705317162872,60,62.22815170810634
gpt-5.5,2,5,raw_bt_abs,max,S07,valid,1.0,60,36.252225584964826
gpt-5.5,2,5,raw_bt_abs,max,S08,invalid,0.0,60,120.53157872912394
gpt-5.5,2,5,raw_bt_abs,max,S08,valid,0.9562056958787094,60,22.125377029068154
gpt-5.5,2,5,raw_bt_abs,mean,L01,invalid,0.3714463540366225,60,15.50902964415459
gpt-5.5,2,5,raw_bt_abs,mean,L01,valid,1.0,60,38.82884320860081
gpt-5.5,2,5,raw_bt_abs,mean,L02,invalid,0.0,60,53.49782708433664
gpt-5.5,2,5,raw_bt_abs,mean,L02,valid,1.0,60,26.276549372144437
gpt-5.5,2,5,raw_bt_abs,mean,L03,invalid,0.0,60,92.90123760656358
gpt-5.5,2,5,raw_bt_abs,mean,L03,valid,1.0,60,48.7062836919458
gpt-5.5,2,5,raw_bt_abs,mean,L04,invalid,0.0,60,69.42457263459866
gpt-5.5,2,5,raw_bt_abs,mean,L04,valid,1.0,60,46.55719369667664
gpt-5.5,2,5,raw_bt_abs,mean,L07,invalid,0.19602281581732472,60,55.87437905951582
gpt-5.5,2,5,raw_bt_abs,mean,L07,valid,1.0,60,31.60983066386084
gpt-5.5,2,5,raw_bt_abs,mean,L08,invalid,0.0,60,29.80802453602317
gpt-5.5,2,5,raw_bt_abs,mean,L08,valid,1.0,60,36.051181899520714
gpt-5.5,2,5,raw_bt_abs,mean,M01,invalid,0.019018438902148,60,43.86022786704092
gpt-5.5,2,5,raw_bt_abs,mean,M01,valid,1.0,60,45.640430758011405
gpt-5.5,2,5,raw_bt_abs,mean,M02,invalid,0.05315024443834974,60,99.99810322001656
gpt-5.5,2,5,raw_bt_abs,mean,M02,valid,1.0,60,26.581771236610713
gpt-5.5,2,5,raw_bt_abs,mean,M03,invalid,0.4307339209891376,60,43.69121749839189
gpt-5.5,2,5,raw_bt_abs,mean,M03,valid,1.0,60,33.2338577251705
gpt-5.5,2,5,raw_bt_abs,mean,M04,invalid,0.0,60,90.12841396553631
gpt-5.5,2,5,raw_bt_abs,mean,M04,valid,1.0,60,32.39784541733905
gpt-5.5,2,5,raw_bt_abs,mean,M05,invalid,0.6129954289377166,60,24.080957492168373
gpt-5.5,2,5,raw_bt_abs,mean,M05,valid,1.0,60,22.49555054473258
gpt-5.5,2,5,raw_bt_abs,mean,M06,invalid,1.0,60,11.6889468812698
gpt-5.5,2,5,raw_bt_abs,mean,M06,valid,1.0,60,57.09788761219436
gpt-5.5,2,5,raw_bt_abs,mean,M07,invalid,0.40872164619471496,60,69.96565231167455
gpt-5.5,2,5,raw_bt_abs,mean,M07,valid,1.0,60,67.18653837827867
gpt-5.5,2,5,raw_bt_abs,mean,M08,invalid,0.5492761741949452,60,38.42251964001947
gpt-5.5,2,5,raw_bt_abs,mean,M08,valid,1.0,60,36.342402191574685
gpt-5.5,2,5,raw_bt_abs,mean,S01,invalid,0.623676811237323,60,38.6487229050391
gpt-5.5,2,5,raw_bt_abs,mean,S01,valid,1.0,60,21.211781768353298
gpt-5.5,2,5,raw_bt_abs,mean,S02,invalid,0.06718662674259726,60,103.39353238356817
gpt-5.5,2,5,raw_bt_abs,mean,S02,valid,1.0,60,42.89971590265609
gpt-5.5,2,5,raw_bt_abs,mean,S03,invalid,0.021450965082761637,60,37.52438790152726
gpt-5.5,2,5,raw_bt_abs,mean,S03,valid,1.0,60,28.17958856576475
gpt-5.5,2,5,raw_bt_abs,mean,S04,invalid,0.0,60,89.21335358511075
gpt-5.5,2,5,raw_bt_abs,mean,S04,valid,0.7429757456232501,60,34.51368571743509
gpt-5.5,2,5,raw_bt_abs,mean,S05,invalid,1.0,60,39.333991849643894
gpt-5.5,2,5,raw_bt_abs,mean,S05,valid,1.0,60,77.19516624761796
gpt-5.5,2,5,raw_bt_abs,mean,S06,invalid,0.23089412865851372,60,29.10275528943094
gpt-5.5,2,5,raw_bt_abs,mean,S06,valid,1.0,60,55.4811488477474
gpt-5.5,2,5,raw_bt_abs,mean,S07,invalid,0.08359654096959152,60,54.54066375055774
gpt-5.5,2,5,raw_bt_abs,mean,S07,valid,1.0,60,29.60574025951078
gpt-5.5,2,5,raw_bt_abs,mean,S08,invalid,0.0,60,101.72237223552145
gpt-5.5,2,5,raw_bt_abs,mean,S08,valid,0.9606923575038204,60,19.370685083809477
gpt-5.5,2,5,raw_bt_abs,median,L01,invalid,0.3714463540366225,60,15.50902964415459
gpt-5.5,2,5,raw_bt_abs,median,L01,valid,1.0,60,38.82884320860081
gpt-5.5,2,5,raw_bt_abs,median,L02,invalid,0.0,60,53.49782708433664
gpt-5.5,2,5,raw_bt_abs,median,L02,valid,1.0,60,26.276549372144437
gpt-5.5,2,5,raw_bt_abs,median,L03,invalid,0.0,60,92.90123760656358
gpt-5.5,2,5,raw_bt_abs,median,L03,valid,1.0,60,48.7062836919458
gpt-5.5,2,5,raw_bt_abs,median,L04,invalid,0.0,60,69.42457263459866
gpt-5.5,2,5,raw_bt_abs,median,L04,valid,1.0,60,46.55719369667664
gpt-5.5,2,5,raw_bt_abs,median,L07,invalid,0.19602281581732472,60,55.87437905951582
gpt-5.5,2,5,raw_bt_abs,median,L07,valid,1.0,60,31.60983066386084
gpt-5.5,2,5,raw_bt_abs,median,L08,invalid,0.0,60,29.80802453602317
gpt-5.5,2,5,raw_bt_abs,median,L08,valid,1.0,60,36.051181899520714
gpt-5.5,2,5,raw_bt_abs,median,M01,invalid,0.019018438902148,60,43.86022786704092
gpt-5.5,2,5,raw_bt_abs,median,M01,valid,1.0,60,45.640430758011405
gpt-5.5,2,5,raw_bt_abs,median,M02,invalid,0.05315024443834974,60,99.99810322001656
gpt-5.5,2,5,raw_bt_abs,median,M02,valid,1.0,60,26.581771236610713
gpt-5.5,2,5,raw_bt_abs,median,M03,invalid,0.4307339209891376,60,43.69121749839189
gpt-5.5,2,5,raw_bt_abs,median,M03,valid,1.0,60,33.2338577251705
gpt-5.5,2,5,raw_bt_abs,median,M04,invalid,0.0,60,90.12841396553631
gpt-5.5,2,5,raw_bt_abs,median,M04,valid,1.0,60,32.39784541733905
gpt-5.5,2,5,raw_bt_abs,median,M05,invalid,0.6129954289377166,60,24.080957492168373
gpt-5.5,2,5,raw_bt_abs,median,M05,valid,1.0,60,22.49555054473258
gpt-5.5,2,5,raw_bt_abs,median,M06,invalid,1.0,60,11.6889468812698
gpt-5.5,2,5,raw_bt_abs,median,M06,valid,1.0,60,57.09788761219436
gpt-5.5,2,5,raw_bt_abs,median,M07,invalid,0.40872164619471496,60,69.96565231167455
gpt-5.5,2,5,raw_bt_abs,median,M07,valid,1.0,60,67.18653837827867
gpt-5.5,2,5,raw_bt_abs,median,M08,invalid,0.5492761741949452,60,38.42251964001947
gpt-5.5,2,5,raw_bt_abs,median,M08,valid,1.0,60,36.342402191574685
gpt-5.5,2,5,raw_bt_abs,median,S01,invalid,0.623676811237323,60,38.6487229050391
gpt-5.5,2,5,raw_bt_abs,median,S01,valid,1.0,60,21.211781768353298
gpt-5.5,2,5,raw_bt_abs,median,S02,invalid,0.06718662674259726,60,103.39353238356817
gpt-5.5,2,5,raw_bt_abs,median,S02,valid,1.0,60,42.89971590265609
gpt-5.5,2,5,raw_bt_abs,median,S03,invalid,0.021450965082761637,60,37.52438790152726
gpt-5.5,2,5,raw_bt_abs,median,S03,valid,1.0,60,28.17958856576475
gpt-5.5,2,5,raw_bt_abs,median,S04,invalid,0.0,60,89.21335358511075
gpt-5.5,2,5,raw_bt_abs,median,S04,valid,0.7429757456232501,60,34.51368571743509
gpt-5.5,2,5,raw_bt_abs,median,S05,invalid,1.0,60,39.333991849643894
gpt-5.5,2,5,raw_bt_abs,median,S05,valid,1.0,60,77.19516624761796
gpt-5.5,2,5,raw_bt_abs,median,S06,invalid,0.23089412865851372,60,29.10275528943094
gpt-5.5,2,5,raw_bt_abs,median,S06,valid,1.0,60,55.4811488477474
