raw>=1,raw>=5,raw>=10,2*sigmaDelta,1*sigma0,2*sigma0,delta=0,mean_z,sigma0,n,key,validity,bt,model
1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.035843744817965,1.2311740225021848,20,M02|raise|valid|0,valid,-0.149311759489544,gpt-5.5
1.0,1.0,0.35,1.0,1.0,1.0,1.0,6.822756041366276,1.2311740225021848,20,M02|raise|valid|1,valid,0.0032210283550851,gpt-5.5
1.0,0.95,0.0,1.0,1.0,1.0,1.0,4.832785529301111,1.2311740225021848,20,M02|raise|valid|2,valid,0.834141102487119,gpt-5.5
0.8,0.8,0.65,0.35,0.8,0.8,0.8,12.548997718941546,0.8207826816681228,20,M03|lower|invalid|0,invalid,-0.5388037604717504,gpt-5.5
1.0,1.0,0.8,1.0,1.0,1.0,1.0,12.427162789631435,0.8207826816681228,20,M03|lower|invalid|1,invalid,-0.512594955064459,gpt-5.5
0.4,0.0,0.0,0.35,0.4,0.35,0.4,0.9137619698258408,0.8207826816681228,20,M03|lower|invalid|2,invalid,-0.9350426930795072,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.544229820656145,0.8207826816681228,20,M03|lower|valid|0,valid,1.1425230834236535,gpt-5.5
1.0,1.0,0.85,1.0,1.0,1.0,1.0,12.0616580017011,0.8207826816681228,20,M03|lower|valid|1,valid,0.2227586747578915,gpt-5.5
1.0,1.0,0.45,1.0,1.0,1.0,1.0,10.721473779289864,0.8207826816681228,20,M03|lower|valid|2,valid,0.5784484465258711,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7733405882980473,20,M04|raise|invalid|0,invalid,-1.2915670342314116,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7733405882980473,20,M04|raise|invalid|1,invalid,-2.3259998956807757,gpt-5.5
0.1,0.0,0.0,0.1,0.1,0.05,0.1,0.19736761359300434,1.7733405882980473,20,M04|raise|invalid|2,invalid,-1.023091523653556,gpt-5.5
1.0,1.0,0.7,1.0,1.0,1.0,1.0,5.2161440735294,1.7733405882980473,20,M04|raise|valid|0,valid,-0.1515163802134277,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.03568141057232,1.7733405882980473,20,M04|raise|valid|1,valid,0.3866767764137231,gpt-5.5
1.0,1.0,0.05,1.0,1.0,1.0,1.0,3.80637540500794,1.7733405882980473,20,M04|raise|valid|2,valid,0.7716382028976769,gpt-5.5
0.5,0.0,0.0,0.05,0.5,0.5,0.5,3.411378020683112,0.30779350562554847,20,M05|lower|invalid|0,invalid,-1.8192897492582136,gpt-5.5
1.0,0.8,0.0,1.0,1.0,1.0,1.0,18.35646268272342,0.30779350562554847,20,M05|lower|invalid|1,invalid,0.0370787437246786,gpt-5.5
1.0,0.6,0.0,0.95,1.0,1.0,1.0,16.244657241348158,0.30779350562554847,20,M05|lower|invalid|2,invalid,-0.1715495041697555,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,22.742520137887418,0.30779350562554847,20,M05|lower|valid|0,valid,0.5392192854791379,gpt-5.5
1.0,1.0,0.05,1.0,1.0,1.0,1.0,23.71719957236831,0.30779350562554847,20,M05|lower|valid|1,valid,0.1072985860889655,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.980928406858236,0.30779350562554847,20,M05|lower|valid|2,valid,0.498579532272063,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.010137444089137,2.7028250327934162,20,M06|lower|invalid|0,invalid,-0.049358474665239,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.077862805893385,2.7028250327934162,20,M06|lower|invalid|1,invalid,-0.3156602732178821,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.711015196599565,2.7028250327934162,20,M06|lower|invalid|2,invalid,0.1627385556753256,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1961742857983255,2.7028250327934162,20,M06|lower|valid|0,valid,1.2785313453812357,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3267136394422305,2.7028250327934162,20,M06|lower|valid|1,valid,0.9876727105039572,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.491115673988256,2.7028250327934162,20,M06|lower|valid|2,valid,0.8186373316100953,gpt-5.5
1.0,0.7,0.0,0.9,1.0,0.9,1.0,4.598539429590248,1.1742858972247987,20,M07|lower|invalid|0,invalid,-0.1336688565908278,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1742858972247987,20,M07|lower|invalid|1,invalid,-1.3865301431655517,gpt-5.5
0.8,0.7,0.3,0.25,0.8,0.8,0.8,7.025546350762882,1.1742858972247987,20,M07|lower|invalid|2,invalid,-1.3632786960818413,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.5352789430252995,1.1742858972247987,20,M07|lower|valid|0,valid,1.0079364125265544,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.81265100680037,1.1742858972247987,20,M07|lower|valid|1,valid,1.3908511626568008,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.003648699742825,1.1742858972247987,20,M07|lower|valid|2,valid,0.9763383666625703,gpt-5.5
0.95,0.0,0.0,0.55,0.95,0.95,0.95,2999999999.9999995,0.0,20,M08|lower|invalid|0,invalid,-0.752157692527565,gpt-5.5
1.0,0.4,0.0,0.9,1.0,1.0,1.0,4600000000.0,0.0,20,M08|lower|invalid|1,invalid,-0.7243464813168969,gpt-5.5
0.85,0.4,0.05,0.4,0.85,0.85,0.85,4200000000.0,0.0,20,M08|lower|invalid|2,invalid,-0.5471337696135294,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,10500000000.0,0.0,20,M08|lower|valid|0,valid,0.5082803181385547,gpt-5.5
1.0,1.0,0.35,1.0,1.0,1.0,1.0,7700000000.0,0.0,20,M08|lower|valid|1,valid,0.8401669836972638,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,28800000000.0,0.0,20,M08|lower|valid|2,valid,0.4818753112081287,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.984674186697506,2.28208122923837,20,S01|lower|invalid|0,invalid,-0.2931609831831234,gpt-5.5
0.55,0.55,0.3,0.2,0.55,0.55,0.55,2.2786217832112254,2.28208122923837,20,S01|lower|invalid|1,invalid,-0.3947609088214595,gpt-5.5
0.45,0.3,0.05,0.05,0.4,0.3,0.45,1.095491241928474,2.28208122923837,20,S01|lower|invalid|2,invalid,-0.9273964965592892,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.881331002194834,2.28208122923837,20,S01|lower|valid|0,valid,0.8567826789605594,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.543185684158078,2.28208122923837,20,S01|lower|valid|1,valid,-0.1051802428011026,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.634116989280392,2.28208122923837,20,S01|lower|valid|2,valid,-0.3513450040908551,gpt-5.5
0.15,0.0,0.0,0.1,0.0,0.0,0.15,0.09269638284304965,2.696976865033574,20,S02|lower|invalid|0,invalid,-1.555736867189764,gpt-5.5
0.8,0.55,0.4,0.35,0.75,0.55,0.8,2.910666421271759,2.696976865033574,20,S02|lower|invalid|1,invalid,-1.636377630613103,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696976865033574,20,S02|lower|invalid|2,invalid,-1.8369537033136156,gpt-5.5
1.0,1.0,0.9,1.0,1.0,1.0,1.0,3.6893160371533753,2.696976865033574,20,S02|lower|valid|0,valid,0.8768752785239002,gpt-5.5
1.0,1.0,0.25,1.0,1.0,1.0,1.0,3.096059186957858,2.696976865033574,20,S02|lower|valid|1,valid,0.6923262684510154,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.817970038428709,2.696976865033574,20,S02|lower|valid|2,valid,0.6761479249465593,gpt-5.5
1.0,0.7,0.15,0.3,1.0,0.7,1.0,2.757116864522536,2.4300747226977895,20,S03|raise|invalid|0,invalid,-1.345321742589533,gpt-5.5
0.65,0.05,0.0,0.15,0.65,0.05,0.65,0.9053219555148623,2.4300747226977895,20,S03|raise|invalid|1,invalid,-0.0076859563198002,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4300747226977895,20,S03|raise|invalid|2,invalid,-0.7972483783078643,gpt-5.5
1.0,1.0,0.65,0.9,1.0,1.0,1.0,4.423732282629443,2.4300747226977895,20,S03|raise|valid|0,valid,0.1026738633758944,gpt-5.5
1.0,1.0,0.3,1.0,1.0,1.0,1.0,3.5389858261035534,2.4300747226977895,20,S03|raise|valid|1,valid,0.5061116189994053,gpt-5.5
1.0,1.0,0.8,1.0,1.0,1.0,1.0,4.032797801838933,2.4300747226977895,20,S03|raise|valid|2,valid,0.5676872517339233,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591546545162476,20,S04|lower|invalid|0,invalid,-1.4983086132699663,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591546545162476,20,S04|lower|invalid|1,invalid,-1.5593759632808255,gpt-5.5
0.15,0.05,0.0,0.05,0.15,0.1,0.15,0.526901860668812,0.7591546545162476,20,S04|lower|invalid|2,invalid,-1.4347582728931525,gpt-5.5
1.0,0.05,0.0,1.0,1.0,1.0,1.0,4.610391280852104,0.7591546545162476,20,S04|lower|valid|0,valid,0.3994766913246007,gpt-5.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.005567676353714,0.7591546545162476,20,S04|lower|valid|1,valid,-0.0780407455077621,gpt-5.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.873842211186511,0.7591546545162476,20,S04|lower|valid|2,valid,0.9652701298011278,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.999817828770071,3.4101242453055947,20,S05|lower|invalid|0,invalid,-1.042533358194016,gpt-5.5
1.0,1.0,0.95,1.0,1.0,1.0,1.0,3.8708267061445722,3.4101242453055947,20,S05|lower|invalid|1,invalid,-0.2367526267538447,gpt-5.5
1.0,0.95,0.8,0.8,0.95,0.9,1.0,3.3136622560177016,3.4101242453055947,20,S05|lower|invalid|2,invalid,-0.805786857754228,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.577582258709378,3.4101242453055947,20,S05|lower|valid|0,valid,1.3247324884057123,gpt-5.5
1.0,1.0,0.9,1.0,1.0,1.0,1.0,3.562920036337618,3.4101242453055947,20,S05|lower|valid|1,valid,1.3086378865722057,gpt-5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.181702254671864,3.4101242453055947,20,S05|lower|valid|2,valid,1.259169454403891,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236067977499812,20,S06|lower|invalid|0,invalid,-1.5470782363165232,gpt-5.5
1.0,0.9,0.0,1.0,1.0,1.0,1.0,27.950849718747087,0.2236067977499812,20,S06|lower|invalid|1,invalid,-0.2992819367345536,gpt-5.5
0.6,0.5,0.2,0.15,0.6,0.6,0.6,21.019038988497815,0.2236067977499812,20,S06|lower|invalid|2,invalid,-0.2548778063858213,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,27.503636123247134,0.2236067977499812,20,S06|lower|valid|0,valid,0.749772124428369,gpt-5.5
1.0,1.0,0.75,1.0,1.0,1.0,1.0,42.485291572495576,0.2236067977499812,20,S06|lower|valid|1,valid,0.9887821887935448,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,26.60920893224723,0.2236067977499812,20,S06|lower|valid|2,valid,0.9402594609197604,gpt-5.5
0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0365084327405535,2.7390932037715268,20,S07|raise|invalid|0,invalid,-1.448003246326898,gpt-5.5
0.15,0.0,0.0,0.15,0.1,0.0,0.15,0.146033730962214,2.7390932037715268,20,S07|raise|invalid|1,invalid,-0.7554783100556237,gpt-5.5
1.0,1.0,0.7,0.7,1.0,0.95,1.0,4.344503496125866,2.7390932037715268,20,S07|raise|invalid|2,invalid,-0.8317021695392095,gpt-5.5
1.0,0.9,0.25,0.9,1.0,0.9,1.0,2.8841661865037262,2.7390932037715268,20,S07|raise|valid|0,valid,0.2473392400717466,gpt-5.5
1.0,0.9,0.0,1.0,1.0,0.7,1.0,2.19050596443321,2.7390932037715268,20,S07|raise|valid|1,valid,0.6811497629663481,gpt-5.5
1.0,1.0,0.1,1.0,1.0,1.0,1.0,2.902420402874004,2.7390932037715268,20,S07|raise|valid|2,valid,0.4503117533155452,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663475485325232,20,S08|lower|invalid|0,invalid,-2.2877656045276806,gpt-5.5
0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.13648242004152827,0.3663475485325232,20,S08|lower|invalid|1,invalid,-1.869406665964258,gpt-5.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663475485325232,20,S08|lower|invalid|2,invalid,-1.3818860956986492,gpt-5.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.506533102284055,0.3663475485325232,20,S08|lower|valid|0,valid,0.4844827452046152,gpt-5.5
1.0,1.0,0.05,1.0,1.0,1.0,1.0,21.154775106436883,0.3663475485325232,20,S08|lower|valid|1,valid,0.3108930531243963,gpt-5.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.968443144858814,0.3663475485325232,20,S08|lower|valid|2,valid,0.2769332189758467,gpt-5.5
